Input_host,Assigned_host,Assigned_method,Eval,Final_host,Version,Source
petroleum contaminated soil,soil,environmental,True,environmental,20231103,IsolationSource
petroleum-contaminated soil,soil,environmental,True,environmental,20231103,IsolationSource
petroleum-contaminated soil with high salinity,soil,environmental,True,environmental,20231103,IsolationSource
"petroleum-contaminated soil, western siberia",soil,environmental,True,environmental,20231103,IsolationSource
petroleum-contaminated soils,soil,environmental,True,environmental,20231103,IsolationSource
pfas-impacted soil,soil,environmental,True,environmental,20231103,IsolationSource
pine forrest soil between two spruce trees,soil,environmental,True,environmental,20231103,IsolationSource
plant and soil,soil,environmental,True,environmental,20231103,Host
plant soil,soil,environmental,True,environmental,20231103,IsolationSource
podzolic fallow soil sampled from the arriam experimental field,soil,environmental,True,environmental,20231103,IsolationSource
polluted soil,soil,environmental,True,environmental,20231103,IsolationSource
pooled soil sample collected from floor of cattle farm,soil,environmental,True,environmental,20231103,IsolationSource
pooled soil sample collected from floor of pig farm,soil,environmental,True,environmental,20231103,IsolationSource
pooled soil sample collected from floor of poultry farm,soil,environmental,True,environmental,20231103,IsolationSource
pooled soil sample collected from floor of sheep farm,soil,environmental,True,environmental,20231103,IsolationSource
"potato rhizosphere, soil",soil,environmental,True,environmental,20231103,IsolationSource
purple rhizosphere soil the cabbage brassica campestris l. ssp. chinensis makino (var. communis tsen et lee),soil,environmental,True,environmental,20231103,IsolationSource
red soil,soil,environmental,True,environmental,20231103,IsolationSource
rhizosphere of apple plantlets grown in replant diseased soil,soil,environmental,True,environmental,20231103,IsolationSource
rhizosphere soil,soil,environmental,True,environmental,20231103,IsolationSource
rhizosphere soil of kalidium foliatum,soil,environmental,True,environmental,20231103,IsolationSource
rhizosphere soil of tomato,soil,environmental,True,environmental,20231103,IsolationSource
rhizosphere soil of tomato plants,soil,environmental,True,environmental,20231103,IsolationSource
rhizospheric soil,soil,environmental,True,environmental,20231103,IsolationSource
rice field soil,soil,environmental,True,environmental,20231103,IsolationSource
rice paddy soil,soil,environmental,True,environmental,20231103,IsolationSource
rice-wheat rotation soil,soil,environmental,True,environmental,20231103,IsolationSource
riparian wetland soil,soil,environmental,True,environmental,20231103,IsolationSource
river bed soil,soil,environmental,True,environmental,20231103,IsolationSource
riverside soil,soil,environmental,True,environmental,20231103,IsolationSource
rizosphere soil sample,soil,environmental,True,environmental,20231103,IsolationSource
saline desert soil,soil,environmental,True,environmental,20231103,IsolationSource
saline soil,soil,environmental,True,environmental,20231103,IsolationSource
saline-alkali soil,soil,environmental,True,environmental,20231103,IsolationSource
sandy soil near a stream,soil,environmental,True,environmental,20231103,IsolationSource
seaside soil,soil,environmental,True,environmental,20231103,IsolationSource
seleniferous soil,soil,environmental,True,environmental,20231103,IsolationSource
"semidesertic area with dry sandy soils, around 15 cm from the trunk of a lemon tree (5 cm deep)",soil,environmental,True,environmental,20231103,IsolationSource
sewage &amp; soil,soil,environmental,True,environmental,20231103,IsolationSource
silty clay loam soil (ph 6.1),soil,environmental,True,environmental,20231103,IsolationSource
sod-podzolic soil,soil,environmental,True,environmental,20231103,IsolationSource
sod-podzolic soil contaminated with solvents,soil,environmental,True,environmental,20231103,IsolationSource
soda solonchak soil,soil,environmental,True,environmental,20231103,IsolationSource
soil,soil,environmental,True,environmental,20231103,IsolationSource
soil (polluted),soil,environmental,True,environmental,20231103,Host
soil (sea shore),soil,environmental,True,environmental,20231103,IsolationSource
soil adjacent to the roots of the plant clitoria ternatea,soil,environmental,True,environmental,20231103,IsolationSource
soil associated with quercus lobator,soil,environmental,True,environmental,20231103,IsolationSource
soil biofilm,soil,environmental,True,environmental,20231103,IsolationSource
soil contaminated by oil sludge,soil,environmental,True,environmental,20231103,IsolationSource
soil core,soil,environmental,True,environmental,20231103,IsolationSource
soil cores containing cogon grass roots,soil,environmental,True,environmental,20231103,IsolationSource
soil cores containing the root system of one maize plant,soil,environmental,True,environmental,20231103,IsolationSource
soil enriched with naphthalene,soil,environmental,True,environmental,20231103,IsolationSource
soil environment,soil,environmental,True,environmental,20231103,IsolationSource
soil from a small paddock,soil,environmental,True,environmental,20231103,IsolationSource
soil from antarctica,soil,environmental,True,environmental,20231103,IsolationSource
soil from chengdu,soil,environmental,True,environmental,20231103,IsolationSource
soil from geothermal area,soil,environmental,True,environmental,20231103,IsolationSource
soil from military shooting range,soil,environmental,True,environmental,20231103,IsolationSource
soil from the surroundings of the henryk arctowski base,soil,environmental,True,environmental,20231103,IsolationSource
soil from tomato plant,soil,environmental,True,environmental,20231103,IsolationSource
soil from tomato plant roots,soil,environmental,True,environmental,20231103,IsolationSource
soil from tomato plants,soil,environmental,True,environmental,20231103,IsolationSource
soil in kangaroo area of zoo,soil,environmental,True,environmental,20231103,Host
soil in orchid house,soil,environmental,True,environmental,20231103,IsolationSource
soil in south china botanical garden,soil,environmental,True,environmental,20231103,IsolationSource
soil in tiger area of zoo,soil,environmental,True,environmental,20231103,Host
"soil in warm, humid forested area with dark clay soils (5 cm deep)",soil,environmental,True,environmental,20231103,IsolationSource
soil litter close to oxalis sp.,soil,environmental,True,environmental,20231103,IsolationSource
soil near hot water effluent,soil,environmental,True,environmental,20231103,IsolationSource
soil of citrus sinensis plantation,soil,environmental,True,environmental,20231103,IsolationSource
soil of hengshui lake,soil,environmental,True,environmental,20231103,IsolationSource
soil of paddy field,soil,environmental,True,environmental,20231103,IsolationSource
soil of tomato plants,soil,environmental,True,environmental,20231103,IsolationSource
soil sample,soil,environmental,True,environmental,20231103,IsolationSource
soil sample collection,soil,environmental,True,environmental,20231103,IsolationSource
"soil sample from china, shenyang",soil,environmental,True,environmental,20231103,IsolationSource
soil sample from dry pine forest,soil,environmental,True,environmental,20231103,IsolationSource
soil sample from harissa region in lebanon,soil,environmental,True,environmental,20231103,IsolationSource
"soil sample, enrichment culture methanol as carbon source",soil,environmental,True,environmental,20231103,IsolationSource
"soil sample, enrichment culture with 4-chlorophenol and 2,4-dichlorophenol",soil,environmental,True,environmental,20231103,IsolationSource
"soil sample, near greifswald, east germany",soil,environmental,True,environmental,20231103,IsolationSource
soil under chromium-containing slag heap,soil,environmental,True,environmental,20231103,IsolationSource
"soil, orchid house, san francisco, usa, 1971",soil,environmental,True,environmental,20231103,IsolationSource
soil/drain sediment,soil,environmental,True,environmental,20231103,IsolationSource
soil/stream/plastic litter,soil,environmental,True,environmental,20231103,IsolationSource
sugarcane rhizosphere soil,soil,environmental,True,environmental,20231103,IsolationSource
surface soil,soil,environmental,True,environmental,20231103,IsolationSource
sweet potato rhizosphere soil,soil,environmental,True,environmental,20231103,IsolationSource
tea plantation soil,soil,environmental,True,environmental,20231103,IsolationSource
thai soil,soil,environmental,True,environmental,20231103,IsolationSource
tomato rhizosphere soil,soil,environmental,True,environmental,20231103,IsolationSource
top soil and leaf litter,soil,environmental,True,environmental,20231103,IsolationSource
topsoil,soil,environmental,True,environmental,20231103,IsolationSource
uncultivated field soil,soil,environmental,True,environmental,20231103,IsolationSource
urban soil,soil,environmental,True,environmental,20231103,IsolationSource
"warm, humid forested area with dark clay soil, about 15 cm from the trunk of an encino tree (quercus glaucoides (5 cm deep))",soil,environmental,True,environmental,20231103,IsolationSource
"well drained, deciduous river bank forest soil",soil,environmental,True,environmental,20231103,IsolationSource
wetland soil,soil,environmental,True,environmental,20231103,IsolationSource
zoo anteater area soil,soil,environmental,True,environmental,20231103,Host
zoo wolf area soil,soil,environmental,True,environmental,20231103,IsolationSource
intertidal,tidal,environmental,True,environmental,20231103,IsolationSource
intertidal zone,tidal,environmental,True,environmental,20231103,IsolationSource
isolated from tidal flat sediment,tidal,environmental,True,environmental,20231103,IsolationSource
oil contaminated tidal flat,tidal,environmental,True,environmental,20231103,IsolationSource
sandy intertidal sediment,tidal,environmental,True,environmental,20231103,IsolationSource
tidal flat,tidal,environmental,True,environmental,20231103,IsolationSource
tidal flat sample,tidal,environmental,True,environmental,20231103,IsolationSource
tidal flat sediment sample,tidal,environmental,True,environmental,20231103,IsolationSource
tidal marsh,tidal,environmental,True,environmental,20231103,IsolationSource
tidal pool,tidal,environmental,True,environmental,20231103,IsolationSource
"whale bone on the intertidal seashore of punta plaza, antarctica",tidal,environmental,True,environmental,20231103,IsolationSource
none,unidentified,ete3,True,unidentified,20231103,Host
unknown,unidentified,ete3,True,unidentified,20231103,Host
acid mine water,water,environmental,True,environmental,20231103,IsolationSource
acidic mine water,water,environmental,True,environmental,20231103,IsolationSource
activated sludge of a wastewater treatment facility,water,environmental,True,environmental,20231103,IsolationSource
activated sludge of wastewater treatment plants,water,environmental,True,environmental,20231103,IsolationSource
"activated sludge, wastewater treatment plant",water,environmental,True,environmental,20231103,IsolationSource
american alligators water tank,water,environmental,True,environmental,20231103,IsolationSource
aquaculture water,water,environmental,True,environmental,20231103,IsolationSource
aquarium water,water,environmental,True,environmental,20231103,IsolationSource
backwater,water,environmental,True,environmental,20231103,IsolationSource
barial marine waters,water,environmental,True,environmental,20231103,IsolationSource
