"query","method","eval","tags","version","source","TAXONOMY_UID"
"wastewater treatment plant influent","ete4,inmapping,wratio",1,"wastewater,wwtp",2024,"type",-1
"wastewater treatment tank","ete4,inmapping,wratio",0,"wastewater",2024,"type",-1
"water","ete4,inmapping,token_set_ratio",0,"aquatic",2024,"type",-1
"water ( artesian well )","environmental",1,"aquatic",20231103,"IsolationSource",-1
"water ( environment )","environmental",1,"aquatic",20231103,"Host",-1
"water ( purple ) /sediment ( white )","ete4,inmapping,token_set_ratio",0,"aquatic,sediment",2024,"type",-1
"water , likely pond","environmental",1,"aquatic,freshwater,pond",20231103,"IsolationSource",-1
"water airconditioning system","environmental",1,"aquatic,artificial",20231103,"IsolationSource",-1
"water algae observation","environmental",1,"aquatic",20231103,"IsolationSource",-1
"water baltic sea","environmental",1,"aquatic,marine,sea,location",20231103,"IsolationSource",-1
"water collected pond","environmental",1,"aquatic,freshwater,pond",20231103,"IsolationSource",-1
"water column alpine lake","ete4,inmapping,token_set_ratio",1,"aquatic,freshwater,lake",2024,"type",-1
"water container water evaporation","environmental",1,"aquatic,artificial",20231103,"IsolationSource",-1
"water creek adjacent crop field","ete4,inmapping,token_set_ratio",1,"aquatic,freshwater,river",2024,"type",-1
"water facility outbreak legionnaire disease","environmental",1,"aquatic,artificial","20231103_v2","IsolationSource",-1
"water gallon","environmental",1,"aquatic,tapwater",20231103,"IsolationSource",-1
"water kefir","environmental",1,"food",20231103,"IsolationSource",-1
"water kimchi","environmental",1,"food",20231103,"IsolationSource",-1
"water lake","environmental",1,"aquatic,freshwater,lake",20231103,"Host",-1
"water main ditch across road crop field","environmental",1,"aquatic,artificial",20231103,"IsolationSource",-1
"water pond","environmental",1,"aquatic,freshwater,pond","20231103_v2","IsolationSource",-1
"water rainwatertap botanic garden hamburg","environmental",1,"aquatic,tapwater",20231103,"IsolationSource",-1
"water rice field","ete4,inmapping,token_set_ratio",1,"aquatic,freshwater,anthropogenic",2024,"type",-1
"water sample","environmental",1,"aquatic",20231103,"IsolationSource",-1
"water sediment","ete4,inmapping,token_set_ratio",0,"aquatic,sediment",2024,"type",-1
"water sediment mix sampled hot spring","ete4,inmapping,token_set_ratio",0,"aquatic,spring,hot",2024,"type",-1
"water sink","not_assigned",1,"aquatic,tapwater",20231103,"IsolationSource",-1
"water sink surface","ete4,inmapping,token_set_ratio",1,"aquatic,tapwater",2024,"type",-1
"water stream","environmental",1,"aquatic,freshwater,river",20231103,"IsolationSource",-1
"water supply well","environmental",1,"aquatic",20231103,"IsolationSource",-1
"water surface lake","ete4,inmapping,token_set_ratio",1,"aquatic,freshwater,lake",2024,"type",-1
"water surface oligotrophic pond","environmental",1,"aquatic,freshwater,pond",20231103,"IsolationSource",-1
"water tank pen","ete4,inmapping,token_set_ratio",1,"aquatic",2024,"type",-1
"waterfowl manure","ete4,token_set_ratio,common",0,"wastewater",2024,"type",-1
"watermelon","environmental",1,"host_associated",20231103,"IsolationSource",3654
"watery radish kimchi","ete4,token_set_ratio,common",0,"food,fermented",2024,"type",-1
"wax moth","not_assigned",0,"host_associated",20231103,"Host",7137
"wax moth larva intestine","ete4,inmapping,token_set_ratio",0,"host_associated,gastrointestinal_system",2024,"type",7137
"waxberry","ete4,wratio,common",0,"host_associated,food",2024,"type",362618
"waxworms gut","ete4,inmapping,token_set_ratio",0,"host_associated,gastrointestinal_system",2024,"type",7137
"weathered rock","not_assigned",1,"sediment",20231103,"IsolationSource",-1
"weathered rock sample","ete4,inmapping,token_set_ratio",1,"sediment",2024,"type",-1
"weathered tuff","not_assigned",1,"sediment",20231103,"IsolationSource",-1
"weed","not_assigned",0,"host_associated",20231103,"Host",3482
"weever","not_assigned",1,"host_associated",20231103,"IsolationSource",56737
"wei dai","not_assigned",1,,20231103,"Host",-1
"well","ete4,token_set_ratio,common",0,"aquatic,freshwater",2024,"type",-1
"well drained , deciduous river bank forest soil","environmental",1,"terrestrial,forest,soil",20231103,"IsolationSource",-1
"well water","ete4,token_set_ratio,sci",0,"aquatic,freshwater",2024,"type",-1
"well water infant botulism patient house","ete4,token_set_ratio,common",0,"aquatic,freshwater",2024,"type",-1
"wenzhou , china","not_assigned",1,"location",20231103,"IsolationSource",-1
"werenskioldbreen glacial , spitsbergen , surface","environmental",1,"glacial,location","20231103_v2","IsolationSource",-1
"werenskioldbreen glacier , spitsbergen , surface","ete4,inmapping,wratio",1,"glacial,location",2024,"type",-1
"west sea sediment south korea","environmental",1,"aquatic,marine,sea,sediment,location",20231103,"IsolationSource",-1
"western australia","not_assigned",1,"location","20231103_v2","IsolationSource",-1
"western blackleg tick","fuzzy_common",1,"host_associated",20231103,"Host",29930
"western north","not_assigned",1,"location",20231103,"IsolationSource",-1
"western north pacific station s1","ete4,inmapping,token_set_ratio",1,"location",2024,"type",-1
"wet market","not_assigned",1,"anthropogenic",20231103,"IsolationSource",-1
"wetland soil","environmental",1,"wetland,soil",20231103,"IsolationSource",-1
"wgs","not_assigned",0,,2024,"type",-1
"whale bone intertidal seashore punta plaza , antarctica","ete4,inmapping,token_set_ratio",0,"host_associated,bone,wetland,intertidal,location",2024,"type",9721
"wheat","ete4,wratio,common",0,"host_associated,food",2024,"type",4565
"wheat beer","ete4,token_set_ratio,common",0,"food,drink,fermented",2024,"type",-1
"wheat field trial","ete4,inmapping,token_set_ratio",1,"host_associated,food",2024,"type",4565
"wheat germ","ete4,token_set_ratio,common",1,"host_associated",2024,"type",4565
"wheat rhizosphere","ete4,token_set_ratio,common",0,"host_associated,soil,rhizosphere",2024,"type",4565
"wheat root","ete4,inmapping,token_set_ratio",0,"host_associated,soil,rhizosphere",2024,"type",4565
"wheat sourdough","ete4,token_set_ratio,common",0,"food",2024,"type",-1
"whey culture","not_assigned",1,"cell_culture",20231103,"IsolationSource",-1
"white bream","ncbi_taxonomy",1,"host_associated",20231103,"Host",58317
"white elm","not_assigned",0,"host_associated",20231103,"Host",233204
"white kimchi ( baek kimchi )","ete4,inmapping,token_set_ratio",1,"food,fermented",2024,"type",-1
"white radish","not_assigned",0,"host_associated",20231103,"Host",240228
"white stork","ncbi_taxonomy",1,"host_associated",20231103,"Host",8928
"whitebreasted nuthatch","not_assigned",0,"host_associated",20231103,"Host",50250
"whitecrowned rrow","not_assigned",1,,20231103,"IsolationSource",-1
"whitecrowned sparrow","ete4,inmapping,token_set_ratio",1,"host_associated",2024,"type",9158
"whiteleg shrimp","not_assigned",0,"host_associated",20231103,"Host",6689
"whitelipped deer","ete4,inmapping,wratio",1,"host_associated",2024,"type",1088058
"whiterot fungus","not_assigned",1,"host_associated",20231103,"IsolationSource",4751
"whiterot fungus phanerochaete chrysosporium","ete4,inmapping,token_set_ratio",0,"host_associated",2024,"type",2822231
"whole bacteria","ete4,inmapping,token_set_ratio",1,,2024,"type",-1
"whole blood","ete4,inmapping,token_set_ratio",0,"host_associated,circulatory_system,blood",2024,"type",-1
"whole blood duck colibacillosis","ete4,inmapping,token_set_ratio",0,"host_associated,circulatory_system,blood,disease",2024,"type",8835
"whole blood/blood culture","ete4,inmapping,token_set_ratio",0,"host_associated,blood,cell_culture",2024,"type",-1
"whole body","not_assigned",0,,2024,"type",-1
"whole fish","not_assigned",0,"host_associated",20231103,"IsolationSource",7742
"whole fly","ete4,inmapping,token_set_ratio",1,"host_associated",2024,"type",43738
"whole genome","not_assigned",0,,2024,"type",-1
"whole genome DNA extract","not_assigned",0,,2024,"type",-1
"whole genome assembly","not_assigned",0,,2024,"type",-1
"whole genome bacteria","ete4,inmapping,token_set_ratio",1,,2024,"type",-1
"whole genome dna extract","ete4,inmapping,token_set_ratio",1,,2024,"type",-1
"whole genome sequence","not_assigned",0,,2024,"type",-1
"whole genome sequencing","not_assigned",0,,2024,"type",-1
"whole genome sequencing bacteria","ete4,inmapping,token_set_ratio",1,,2024,"type",-1
"whole insect","ete4,inmapping,token_set_ratio",1,"host_associated",2024,"type",6960
"whole micro","not_assigned",0,,2024,"type",-1
"whole oragnism","not_assigned",0,,2024,"type",-1
"whole orfanism","not_assigned",0,,2024,"type",-1
"whole organism","ete4,token_set_ratio,sci",0,"host_associated",2024,"type",-1
"whole organism , cell nomoculture","ete4,inmapping,token_set_ratio",0,"host_associated,cell_culture",2024,"type",-1
"whole organisme","not_assigned",0,,2024,"type",-1
"whole organsim","not_assigned",0,,2024,"type",-1
"whole plant [ bto:0001461 ]","ete4,inmapping,token_set_ratio",1,"host_associated",2024,"type",3193
"whole prganism","not_assigned",0,,2024,"type",-1
"whole pure organism","ete4,inmapping,wratio",0,"host_associated",2024,"type",-1
"whole specimen","not_assigned",0,,2024,"type",-1
"wholel organism pure culture","ete4,inmapping,token_set_ratio",1,"cell_culture",2024,"type",-1
"wiener sausage","not_assigned",1,"food",20231103,"IsolationSource",-1
"wild animal","ete4,inmapping,token_set_ratio",1,"host_associated",2024,"type",-1
"wild bird","ete4,inmapping,token_set_ratio",1,"host_associated",2024,"type",8782
"wild bird feces","ete4,inmapping,token_set_ratio",0,"host_associated,gastrointestinal_system,fecal",2024,"type",8782
"wild boar","ete4,wratio,common",1,"host_associated",2024,"type",9823
"wild chukar","ete4,inmapping,wratio",1,"host_associated",2024,"host_name",9078
"wild cotton","ete4,inmapping,wratio",1,"host_associated",2024,"host_name",3635
"wild pig , fecal","ete4,inmapping,token_set_ratio",1,"host_associated,gastrointestinal_system,fecal",2024,"type",9823
"wild soybean","ete4,inmapping,wratio",1,"host_associated,food",2024,"host_name",3847
"wild tick","ete4,inmapping,wratio",1,"host_associated",2024,"host_name",6941
"wild tick nymph","ete4,inmapping,token_set_ratio",1,"host_associated",2024,"type",6941
"wild yak feces","ete4,inmapping,token_set_ratio",0,"host_associated,gastrointestinal_system,fecal",2024,"type",30521
"willow","fuzzy_common",1,"host_associated",20231103,"Host",40685
"wilting pepper ( c. annuum ) stem sanya","ete4,inmapping,token_set_ratio",1,"host_associated",2024,"type",4071
"wine","ete4,token_set_ratio,common",0,"food,drink,fermented",2024,"type",-1
"winery environment","ete4,inmapping,token_set_ratio",0,"anthropogenic,construction",2024,"type",-1
"winogradsky column","ete4,inmapping,wratio",,"cell_culture",2024,"type",-1
"winter oilseed","not_assigned",1,"host_associated","20231103_v2","Host",-1
"winter pickled","not_assigned",1,"food",20231103,"IsolationSource",3708
"winter pickled vegetable","ete4,inmapping,token_set_ratio",0,"food,fermented",2024,"type",-1
"winter wheat","not_assigned",0,"host_associated",20231103,"Host",4565
"winter wheat ( triticum aestivum )","ete4,token_set_ratio,common",1,"host_associated",2024,"type",4565
"wohle organism","not_assigned",0,,2024,"type",-1
"wolbachia purified mosquito ovary","ete4,inmapping,token_set_ratio",0,"host_associated,vaginal,symbiosis",2024,"type","953,7164"
"wolfberry","ncbi_taxonomy",1,"host_associated",20231103,"IsolationSource",112863
"wolfram mine","not_assigned",1,"material,inorganic",20231103,"IsolationSource",-1
"wolfram mine tailing","ete4,inmapping,token_set_ratio",1,"material,inorganic",2024,"type",-1
"woman cystitis","not_assigned",0,"host_associated,urinary_system,bladder,disease",2024,"type",-1
"woodchip bioreactor","ete4,inmapping,token_set_ratio",1,"anthropogenic,bioreactor",2024,"type",-1
"woody tissue","ete4,inmapping,token_set_ratio",1,"host_associated",2024,"type",-1
"wool","not_assigned",1,"host_associated",20231103,"IsolationSource",-1
"wool pakistan","ete4,inmapping,token_set_ratio",0,"material,organic,location",2024,"type",-1
"worker head","ete4,inmapping,token_set_ratio",1,"host_associated",2024,"type",-1
"worm bin","not_assigned",1,"host_associated",20231103,"IsolationSource",-1
"wound","ete4,inmapping,token_set_ratio",0,"host_associated,wound",2024,"type",-1
"wound abdomin","ete4,inmapping,token_set_ratio",0,"host_associated,abdominal,wound",2024,"type",-1
"wound culture","not_assigned",1,"host_associated,wound","20231103_v2","IsolationSource",-1
"wound discharge","ete4,inmapping,token_set_ratio",0,"host_associated,wound",2024,"type",-1
"wound exudate white male caucasian","ete4,token_set_ratio,common",0,"host_associated,wound",2024,"type",9606
"wound fluid","ete4,inmapping,token_set_ratio",1,"host_associated,wound",2024,"type",-1
"wound groin","ete4,inmapping,token_set_ratio",0,"host_associated,skin,wound",2024,"type",-1
"wound infection","ete4,inmapping,token_set_ratio",1,"host_associated,wound,disease",2024,"type",9606
"wound left foot","ete4,inmapping,token_set_ratio",0,"host_associated,wound",2024,"type",-1
"wound liquid","ete4,inmapping,token_set_ratio",1,"host_associated,wound",2024,"type",-1
"wound sample","ete4,inmapping,token_set_ratio",0,"host_associated,wound",2024,"type",-1
"wound secretion","ete4,inmapping,token_set_ratio",0,"host_associated,wound",2024,"type",-1
"wound swab","ete4,inmapping,wratio",1,"host_associated,wound",2024,"type",-1
"wound swab sample","ete4,inmapping,token_set_ratio",1,"host_associated,wound",2024,"type",-1
"wound tissue","ete4,inmapping,token_set_ratio",0,"host_associated,wound",2024,"type",-1
"wound/abscess","not_assigned",0,"host_associated,wound,abscess",2024,"type",-1
"wuhan","ete4,token_set_ratio,sci",0,"location",2024,"type",-1
"wwtp active","not_assigned",1,"wastewater,wwtp",20231103,"IsolationSource",-1
"wwtp active sludge","ete4,inmapping,wratio",1,"wastewater,sludge,activated_sludge",2024,"type",-1
"wwtp effluent","not_assigned",0,"wastewater,wwtp","20231103_v2","IsolationSource",-1
"wwtp effluent receiving area split coastal area","ete4,inmapping,token_set_ratio",0,"wastewater",2024,"type",-1
"wwtps effluent","not_assigned",1,"wastewater,wwtp",20231103,"IsolationSource",-1
"wwtps effluent shatin wwtps_1","ete4,inmapping,wratio",1,"wastewater,wwtp",2024,"type",-1
"xenopus laevis","ete3",1,"host_associated",20231103,"Host",8355
"xiaochaidan salt","not_assigned",1,"location",20231103,"IsolationSource",-1
"xiaochaidan salt lake","ete4,inmapping,token_set_ratio",0,"aquatic,lake,saline",2024,"type",-1
"xinjiang , chnia","not_assigned",0,"location",2024,"type",-1
"xinjiang aibi salt lake","ete4,inmapping,token_set_ratio",0,"aquatic,lake,saline,location",2024,"type",-1
"xinyang blackfeather","not_assigned",1,,20231103,"Host",-1
"xinyang blackfeather laying hen","chicken_synonym",1,"host_associated",20231103,"Host",9031
"xylem","not_assigned",0,"host_associated",2024,"type",-1
"yak","ncbi_taxonomy",1,"host_associated",20231103,"Host",30521
"yak feces","not_assigned",0,"host_associated",20231103,"IsolationSource",30521
"yak fermented milk","ete4,inmapping,token_set_ratio",0,"food,drink,fermented",2024,"type",-1
"yak milk","ete4,inmapping,token_set_ratio",0,"food,drink",2024,"type",-1
"yak yogurt","ete4,inmapping,token_set_ratio",0,"food,fermented",2024,"type",-1
